OPPORTUNITY_ID,SALES_AGENT_NAME,MANAGER_NAME,REGIONAL_OFFICE,PRODUCT_NAME,ACCOUNT_NAME,DEAL_STAGE,ENGAGE_DATE,DEAL_AGE_DAYS,SALES_PRICE,CLOSE_VALUE_AMOUNT,DEAL_SIZE_BAND,PIPELINE_VALUE_ESTIMATE,DEAL_AGE_BAND,PIPELINE_HEALTH_STATUS
1O72EKFY,James Ascencio,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-07-31,153,5482,,unknown,5482.00,91-180 Days,watch
4XXAK1QL,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,,Engaging,2017-07-31,153,550,,unknown,550.00,91-180 Days,watch
WU81R3XH,Lajuana Vencill,Dustin Brinkmann,Central,GTX Basic,,Engaging,2017-07-31,153,550,,unknown,550.00,91-180 Days,watch
HHWZEWDV,Lajuana Vencill,Dustin Brinkmann,Central,GTX Plus Basic,,Engaging,2017-07-31,153,1096,,unknown,1096.00,91-180 Days,watch
EMH2I8XE,Lajuana Vencill,Dustin Brinkmann,Central,MG Advanced,Acme Corporation,Engaging,2017-07-31,153,3393,,unknown,3393.00,91-180 Days,watch
UBO7V799,Lajuana Vencill,Dustin Brinkmann,Central,MG Advanced,,Engaging,2017-07-31,153,3393,,unknown,3393.00,91-180 Days,watch
DZQW0KQ4,Markita Hansen,Celia Rouche,West,GTX Plus Pro,,Engaging,2017-07-31,153,5482,,unknown,5482.00,91-180 Days,watch
OAUUCC2N,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,,Engaging,2017-07-31,153,1096,,unknown,1096.00,91-180 Days,watch
283MDYKM,Moses Frase,Dustin Brinkmann,Central,GTX Plus Basic,,Engaging,2017-07-31,153,1096,,unknown,1096.00,91-180 Days,watch
56LUBQTV,Moses Frase,Dustin Brinkmann,Central,MG Advanced,,Engaging,2017-07-31,153,3393,,unknown,3393.00,91-180 Days,watch
Q65B52C5,Niesha Huffines,Melvin Marxen,Central,GTX Basic,Kan-code,Engaging,2017-07-31,153,550,,unknown,550.00,91-180 Days,watch
STI8KYWL,Niesha Huffines,Melvin Marxen,Central,GTX Plus Basic,,Engaging,2017-07-31,153,1096,,unknown,1096.00,91-180 Days,watch
K63TD0WD,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,,Engaging,2017-07-31,153,55,,unknown,55.00,91-180 Days,watch
EP9JNNF1,Violet Mclelland,Cara Losch,East,MG Special,,Engaging,2017-07-31,153,55,,unknown,55.00,91-180 Days,watch
I1R23P5F,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,,Engaging,2017-08-01,152,1096,,unknown,1096.00,91-180 Days,watch
CFKXEPFN,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,,Engaging,2017-08-01,152,1096,,unknown,1096.00,91-180 Days,watch
4ZB2W6O7,Anna Snelling,Dustin Brinkmann,Central,MG Special,Plusstrip,Engaging,2017-08-01,152,55,,unknown,55.00,91-180 Days,watch
H85L45JM,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-01,152,55,,unknown,55.00,91-180 Days,watch
A2YIYWNW,Cassey Cress,Rocco Neubert,East,MG Advanced,,Engaging,2017-08-01,152,3393,,unknown,3393.00,91-180 Days,watch
HISWL7B0,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Engaging,2017-08-01,152,,,unknown,0.00,91-180 Days,watch
BSKNQJOJ,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Engaging,2017-08-01,152,,,unknown,0.00,91-180 Days,watch
1FLN8BTI,Darcel Schlecht,Melvin Marxen,Central,MG Special,Rundofase,Engaging,2017-08-01,152,55,,unknown,55.00,91-180 Days,watch
VAL8O4PH,Darcel Schlecht,Melvin Marxen,Central,MG Special,,Engaging,2017-08-01,152,55,,unknown,55.00,91-180 Days,watch
RZXMIHGO,Gladys Colclough,Melvin Marxen,Central,GTX Basic,,Engaging,2017-08-01,152,550,,unknown,550.00,91-180 Days,watch
IW6S2BN0,Gladys Colclough,Melvin Marxen,Central,GTX Plus Basic,,Engaging,2017-08-01,152,1096,,unknown,1096.00,91-180 Days,watch
G78ZK6XI,Gladys Colclough,Melvin Marxen,Central,MG Special,,Engaging,2017-08-01,152,55,,unknown,55.00,91-180 Days,watch
9C3YHNBY,Gladys Colclough,Melvin Marxen,Central,MG Advanced,,Engaging,2017-08-01,152,3393,,unknown,3393.00,91-180 Days,watch
U4L1277G,Hayden Neloms,Celia Rouche,West,GTX Plus Basic,,Engaging,2017-08-01,152,1096,,unknown,1096.00,91-180 Days,watch
YE7F777U,Lajuana Vencill,Dustin Brinkmann,Central,GTX Basic,,Engaging,2017-08-01,152,550,,unknown,550.00,91-180 Days,watch
DO6VKC2G,Marty Freudenburg,Melvin Marxen,Central,GTK 500,,Engaging,2017-08-01,152,26768,,unknown,26768.00,91-180 Days,watch
MBYOJR5A,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Pro,,Engaging,2017-08-01,152,5482,,unknown,5482.00,91-180 Days,watch
NBJR3GVR,Marty Freudenburg,Melvin Marxen,Central,GTXPro,,Engaging,2017-08-01,152,,,unknown,0.00,91-180 Days,watch
Y7244XW7,Moses Frase,Dustin Brinkmann,Central,MG Special,Plussunin,Engaging,2017-08-01,152,55,,unknown,55.00,91-180 Days,watch
22HV3N2W,Niesha Huffines,Melvin Marxen,Central,GTX Plus Basic,Rangreen,Engaging,2017-08-01,152,1096,,unknown,1096.00,91-180 Days,watch
FKY3O5O1,Niesha Huffines,Melvin Marxen,Central,GTXPro,Zotware,Engaging,2017-08-01,152,,,unknown,0.00,91-180 Days,watch
WRKPDK7O,Versie Hillebrand,Dustin Brinkmann,Central,GTX Plus Pro,Hatfan,Engaging,2017-08-01,152,5482,,unknown,5482.00,91-180 Days,watch
3FWZBSW1,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Cancity,Engaging,2017-08-01,152,55,,unknown,55.00,91-180 Days,watch
VIY7P8J6,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Hatfan,Engaging,2017-08-01,152,55,,unknown,55.00,91-180 Days,watch
PR1H7NHK,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Mathtouch,Engaging,2017-08-01,152,55,,unknown,55.00,91-180 Days,watch
A9TEJW6U,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-01,152,55,,unknown,55.00,91-180 Days,watch
1DC9PQ4S,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-01,152,55,,unknown,55.00,91-180 Days,watch
JGXK8P6T,Zane Levy,Summer Sewald,West,MG Advanced,,Engaging,2017-08-01,152,3393,,unknown,3393.00,91-180 Days,watch
URQYDGX8,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,,Engaging,2017-08-02,151,550,,unknown,550.00,91-180 Days,watch
KIKG1BGV,Moses Frase,Dustin Brinkmann,Central,MG Advanced,Domzoom,Engaging,2017-08-02,151,3393,,unknown,3393.00,91-180 Days,watch
2E2FDZHG,Niesha Huffines,Melvin Marxen,Central,GTXPro,,Engaging,2017-08-02,151,,,unknown,0.00,91-180 Days,watch
8LP076IV,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-02,151,55,,unknown,55.00,91-180 Days,watch
CWXHKUV5,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-02,151,55,,unknown,55.00,91-180 Days,watch
N909ADDC,Vicki Laflamme,Celia Rouche,West,MG Advanced,,Engaging,2017-08-02,151,3393,,unknown,3393.00,91-180 Days,watch
ULJG457F,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-03,150,55,,unknown,55.00,91-180 Days,watch
AZN2K0V9,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Ganjaflex,Engaging,2017-08-03,150,3393,,unknown,3393.00,91-180 Days,watch
6TGCOE5O,Cassey Cress,Rocco Neubert,East,GTX Plus Pro,,Engaging,2017-08-03,150,5482,,unknown,5482.00,91-180 Days,watch
QIEAKLRU,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,,Engaging,2017-08-03,150,3393,,unknown,3393.00,91-180 Days,watch
A04V2WB3,Elease Gluck,Celia Rouche,West,GTK 500,,Engaging,2017-08-03,150,26768,,unknown,26768.00,91-180 Days,watch
TIPXNDS2,Gladys Colclough,Melvin Marxen,Central,MG Special,Betatech,Engaging,2017-08-03,150,55,,unknown,55.00,91-180 Days,watch
3G61D5KV,Gladys Colclough,Melvin Marxen,Central,MG Special,,Engaging,2017-08-03,150,55,,unknown,55.00,91-180 Days,watch
6RZ5GSAB,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,,Engaging,2017-08-03,150,550,,unknown,550.00,91-180 Days,watch
RD6Y5R4P,Kami Bicknell,Summer Sewald,West,MG Special,Cancity,Engaging,2017-08-03,150,55,,unknown,55.00,91-180 Days,watch
7VSFD2MV,Kary Hendrixson,Summer Sewald,West,GTX Basic,,Engaging,2017-08-03,150,550,,unknown,550.00,91-180 Days,watch
3BA9OPGY,Lajuana Vencill,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-03,150,55,,unknown,55.00,91-180 Days,watch
LDQITW5C,Lajuana Vencill,Dustin Brinkmann,Central,MG Advanced,Acme Corporation,Engaging,2017-08-03,150,3393,,unknown,3393.00,91-180 Days,watch
9V2SW5MV,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,,Engaging,2017-08-03,150,3393,,unknown,3393.00,91-180 Days,watch
0R5KAHNB,Moses Frase,Dustin Brinkmann,Central,MG Advanced,Umbrella Corporation,Engaging,2017-08-03,150,3393,,unknown,3393.00,91-180 Days,watch
ATMWAQL5,Niesha Huffines,Melvin Marxen,Central,GTX Plus Basic,Gogozoom,Engaging,2017-08-03,150,1096,,unknown,1096.00,91-180 Days,watch
SUUVV6RP,Niesha Huffines,Melvin Marxen,Central,MG Special,,Engaging,2017-08-03,150,55,,unknown,55.00,91-180 Days,watch
XB1ZV04H,Versie Hillebrand,Dustin Brinkmann,Central,GTX Basic,,Engaging,2017-08-03,150,550,,unknown,550.00,91-180 Days,watch
Q1TS5ZKD,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-03,150,55,,unknown,55.00,91-180 Days,watch
NNH4EBG8,Vicki Laflamme,Celia Rouche,West,MG Special,Mathtouch,Engaging,2017-08-03,150,55,,unknown,55.00,91-180 Days,watch
5UFU5IO4,Corliss Cosme,Cara Losch,East,MG Special,Cancity,Engaging,2017-08-04,149,55,,unknown,55.00,91-180 Days,watch
VLYT262U,Daniell Hammack,Rocco Neubert,East,GTX Plus Basic,,Engaging,2017-08-04,149,1096,,unknown,1096.00,91-180 Days,watch
UM1OU73X,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Engaging,2017-08-04,149,,,unknown,0.00,91-180 Days,watch
69U39SXU,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Engaging,2017-08-04,149,,,unknown,0.00,91-180 Days,watch
ZCUMC0XC,Gladys Colclough,Melvin Marxen,Central,MG Special,,Engaging,2017-08-04,149,55,,unknown,55.00,91-180 Days,watch
V1KABF71,Jonathan Berthelot,Melvin Marxen,Central,GTX Plus Basic,,Engaging,2017-08-04,149,1096,,unknown,1096.00,91-180 Days,watch
CPOA6FVA,Lajuana Vencill,Dustin Brinkmann,Central,GTX Basic,,Engaging,2017-08-04,149,550,,unknown,550.00,91-180 Days,watch
5VW9YVTU,Moses Frase,Dustin Brinkmann,Central,GTX Basic,Condax,Engaging,2017-08-04,149,550,,unknown,550.00,91-180 Days,watch
FUI9BIS3,Moses Frase,Dustin Brinkmann,Central,MG Advanced,Funholding,Engaging,2017-08-04,149,3393,,unknown,3393.00,91-180 Days,watch
49SUORYW,Niesha Huffines,Melvin Marxen,Central,GTX Plus Basic,Betasoloin,Engaging,2017-08-04,149,1096,,unknown,1096.00,91-180 Days,watch
51VR0RD3,Violet Mclelland,Cara Losch,East,MG Special,,Engaging,2017-08-04,149,55,,unknown,55.00,91-180 Days,watch
4PNXMXXC,Anna Snelling,Dustin Brinkmann,Central,GTX Basic,,Engaging,2017-08-05,148,550,,unknown,550.00,91-180 Days,watch
OVA9HMN1,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Pro,,Engaging,2017-08-05,148,5482,,unknown,5482.00,91-180 Days,watch
DAAHNY6T,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-05,148,55,,unknown,55.00,91-180 Days,watch
80QJ0BQH,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-05,148,55,,unknown,55.00,91-180 Days,watch
MOAP4XN7,Boris Faz,Rocco Neubert,East,GTXPro,,Engaging,2017-08-05,148,,,unknown,0.00,91-180 Days,watch
2N2MUDOA,Daniell Hammack,Rocco Neubert,East,GTXPro,Bioholding,Engaging,2017-08-05,148,,,unknown,0.00,91-180 Days,watch
RCJRB8W8,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,,Engaging,2017-08-05,148,5482,,unknown,5482.00,91-180 Days,watch
5NGPM4C3,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,,Engaging,2017-08-05,148,5482,,unknown,5482.00,91-180 Days,watch
7DOGGIXI,Elease Gluck,Celia Rouche,West,MG Special,Bioplex,Engaging,2017-08-05,148,55,,unknown,55.00,91-180 Days,watch
NY7Z4I06,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Betasoloin,Engaging,2017-08-05,148,5482,,unknown,5482.00,91-180 Days,watch
9P180HVQ,Moses Frase,Dustin Brinkmann,Central,GTX Basic,Zencorporation,Engaging,2017-08-05,148,550,,unknown,550.00,91-180 Days,watch
ACGLK2YE,Moses Frase,Dustin Brinkmann,Central,GTX Plus Basic,Treequote,Engaging,2017-08-05,148,1096,,unknown,1096.00,91-180 Days,watch
3A54O8JT,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-05,148,55,,unknown,55.00,91-180 Days,watch
R9GI5SJ5,Vicki Laflamme,Celia Rouche,West,MG Advanced,Domzoom,Engaging,2017-08-05,148,3393,,unknown,3393.00,91-180 Days,watch
WO1OYV0Z,Boris Faz,Rocco Neubert,East,GTX Plus Pro,,Engaging,2017-08-06,147,5482,,unknown,5482.00,91-180 Days,watch
ZGK1AWBD,Boris Faz,Rocco Neubert,East,MG Special,Vehement Capital Partners,Engaging,2017-08-06,147,55,,unknown,55.00,91-180 Days,watch
AV72Y65Y,Cecily Lampkin,Dustin Brinkmann,Central,MG Special,Streethex,Engaging,2017-08-06,147,55,,unknown,55.00,91-180 Days,watch
A8NDGVJE,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Engaging,2017-08-06,147,,,unknown,0.00,91-180 Days,watch
7FFV8D9U,Gladys Colclough,Melvin Marxen,Central,GTXPro,Plusstrip,Engaging,2017-08-06,147,,,unknown,0.00,91-180 Days,watch
04T6SOQW,Kami Bicknell,Summer Sewald,West,GTX Basic,,Engaging,2017-08-06,147,550,,unknown,550.00,91-180 Days,watch
SLMY2KDA,Kary Hendrixson,Summer Sewald,West,GTXPro,,Engaging,2017-08-06,147,,,unknown,0.00,91-180 Days,watch
PDMZ1I99,Lajuana Vencill,Dustin Brinkmann,Central,MG Advanced,Globex Corporation,Engaging,2017-08-06,147,3393,,unknown,3393.00,91-180 Days,watch
AD2YEH7W,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Pro,,Engaging,2017-08-06,147,5482,,unknown,5482.00,91-180 Days,watch
98K99UW9,Rosie Papadopoulos,Cara Losch,East,GTX Plus Pro,,Engaging,2017-08-06,147,5482,,unknown,5482.00,91-180 Days,watch
OMJHW2J1,Versie Hillebrand,Dustin Brinkmann,Central,MG Advanced,,Engaging,2017-08-06,147,3393,,unknown,3393.00,91-180 Days,watch
G6CMP5I9,Versie Hillebrand,Dustin Brinkmann,Central,MG Advanced,,Engaging,2017-08-06,147,3393,,unknown,3393.00,91-180 Days,watch
OSG9KZGB,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Kan-code,Engaging,2017-08-07,146,1096,,unknown,1096.00,91-180 Days,watch
693K7IAT,Boris Faz,Rocco Neubert,East,GTX Basic,Funholding,Engaging,2017-08-07,146,550,,unknown,550.00,91-180 Days,watch
WD7Q5D3G,Markita Hansen,Celia Rouche,West,GTX Plus Basic,,Engaging,2017-08-07,146,1096,,unknown,1096.00,91-180 Days,watch
ZC987DAQ,Markita Hansen,Celia Rouche,West,MG Advanced,,Engaging,2017-08-07,146,3393,,unknown,3393.00,91-180 Days,watch
I6M40320,Niesha Huffines,Melvin Marxen,Central,GTX Plus Basic,Betatech,Engaging,2017-08-07,146,1096,,unknown,1096.00,91-180 Days,watch
SYA1A4E5,Niesha Huffines,Melvin Marxen,Central,GTXPro,,Engaging,2017-08-07,146,,,unknown,0.00,91-180 Days,watch
9AESK6QV,Vicki Laflamme,Celia Rouche,West,GTX Basic,,Engaging,2017-08-07,146,550,,unknown,550.00,91-180 Days,watch
Q8QGD2OG,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,,Engaging,2017-08-08,145,3393,,unknown,3393.00,91-180 Days,watch
FH3UXT3T,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Engaging,2017-08-08,145,,,unknown,0.00,91-180 Days,watch
CLRPASVW,Kami Bicknell,Summer Sewald,West,GTX Basic,Cancity,Engaging,2017-08-08,145,550,,unknown,550.00,91-180 Days,watch
FS60AX8A,Lajuana Vencill,Dustin Brinkmann,Central,GTX Basic,,Engaging,2017-08-08,145,550,,unknown,550.00,91-180 Days,watch
O7LSETHG,Rosie Papadopoulos,Cara Losch,East,MG Advanced,,Engaging,2017-08-08,145,3393,,unknown,3393.00,91-180 Days,watch
FCBSZ6FJ,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Pro,,Engaging,2017-08-09,144,5482,,unknown,5482.00,91-180 Days,watch
S931EBRN,Cassey Cress,Rocco Neubert,East,GTX Basic,,Engaging,2017-08-09,144,550,,unknown,550.00,91-180 Days,watch
MUSSD9WD,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Goodsilron,Engaging,2017-08-09,144,1096,,unknown,1096.00,91-180 Days,watch
9B20R6A5,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Engaging,2017-08-09,144,,,unknown,0.00,91-180 Days,watch
BJH89YWM,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,,Engaging,2017-08-09,144,550,,unknown,550.00,91-180 Days,watch
EVXPG3V5,Lajuana Vencill,Dustin Brinkmann,Central,GTX Basic,The New York Inquirer,Engaging,2017-08-09,144,550,,unknown,550.00,91-180 Days,watch
FSNL204U,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Pro,Hatfan,Engaging,2017-08-09,144,5482,,unknown,5482.00,91-180 Days,watch
RC4LEDIA,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,,Engaging,2017-08-09,144,3393,,unknown,3393.00,91-180 Days,watch
298J5EM0,Vicki Laflamme,Celia Rouche,West,GTX Basic,,Engaging,2017-08-09,144,550,,unknown,550.00,91-180 Days,watch
Z4OOTJAJ,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,,Engaging,2017-08-10,143,5482,,unknown,5482.00,91-180 Days,watch
988J5AUI,Hayden Neloms,Celia Rouche,West,GTX Plus Basic,,Engaging,2017-08-10,143,1096,,unknown,1096.00,91-180 Days,watch
MBPJUJ7F,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Plexzap,Engaging,2017-08-10,143,550,,unknown,550.00,91-180 Days,watch
2KWJIZX6,Lajuana Vencill,Dustin Brinkmann,Central,GTX Plus Basic,,Engaging,2017-08-10,143,1096,,unknown,1096.00,91-180 Days,watch
99EA6HXJ,Markita Hansen,Celia Rouche,West,GTX Basic,,Engaging,2017-08-10,143,550,,unknown,550.00,91-180 Days,watch
J31SUXQJ,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Pro,Sumace,Engaging,2017-08-10,143,5482,,unknown,5482.00,91-180 Days,watch
DYO98F6J,Marty Freudenburg,Melvin Marxen,Central,MG Special,,Engaging,2017-08-10,143,55,,unknown,55.00,91-180 Days,watch
EEB0JYIQ,Niesha Huffines,Melvin Marxen,Central,GTX Plus Basic,,Engaging,2017-08-10,143,1096,,unknown,1096.00,91-180 Days,watch
68EYCEV4,Rosie Papadopoulos,Cara Losch,East,GTXPro,Faxquote,Engaging,2017-08-10,143,,,unknown,0.00,91-180 Days,watch
P4D1NK6D,Elease Gluck,Celia Rouche,West,GTX Basic,,Engaging,2017-08-11,142,550,,unknown,550.00,91-180 Days,watch
5MAXF8FK,Gladys Colclough,Melvin Marxen,Central,GTX Plus Pro,The New York Inquirer,Engaging,2017-08-11,142,5482,,unknown,5482.00,91-180 Days,watch
Z7Q2USU1,Markita Hansen,Celia Rouche,West,MG Special,,Engaging,2017-08-11,142,55,,unknown,55.00,91-180 Days,watch
8CBTC1PX,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Streethex,Engaging,2017-08-11,142,3393,,unknown,3393.00,91-180 Days,watch
UMF3KRCL,Maureen Marcano,Summer Sewald,West,GTX Basic,,Engaging,2017-08-11,142,550,,unknown,550.00,91-180 Days,watch
VJSI29OF,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-11,142,55,,unknown,55.00,91-180 Days,watch
6KEWAQMX,Cassey Cress,Rocco Neubert,East,GTXPro,,Engaging,2017-08-12,141,,,unknown,0.00,91-180 Days,watch
QFRZLXF3,Cecily Lampkin,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-12,141,55,,unknown,55.00,91-180 Days,watch
8MUD1WS1,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,,Engaging,2017-08-12,141,3393,,unknown,3393.00,91-180 Days,watch
HMWIP0F2,Darcel Schlecht,Melvin Marxen,Central,MG Special,Finjob,Engaging,2017-08-12,141,55,,unknown,55.00,91-180 Days,watch
27REMGYU,James Ascencio,Summer Sewald,West,GTX Basic,,Engaging,2017-08-12,141,550,,unknown,550.00,91-180 Days,watch
O0L6JUYE,Marty Freudenburg,Melvin Marxen,Central,GTX Basic,Bluth Company,Engaging,2017-08-12,141,550,,unknown,550.00,91-180 Days,watch
ZR436XWW,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-08-12,141,1096,,unknown,1096.00,91-180 Days,watch
44Q1W18Y,Moses Frase,Dustin Brinkmann,Central,MG Special,Zoomit,Engaging,2017-08-12,141,55,,unknown,55.00,91-180 Days,watch
LT111IZL,Moses Frase,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-12,141,55,,unknown,55.00,91-180 Days,watch
QHY85D44,Moses Frase,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-12,141,55,,unknown,55.00,91-180 Days,watch
7ZN8YCH8,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Gekko & Co,Engaging,2017-08-12,141,55,,unknown,55.00,91-180 Days,watch
B96E3BBD,Vicki Laflamme,Celia Rouche,West,GTX Basic,,Engaging,2017-08-12,141,550,,unknown,550.00,91-180 Days,watch
MQEFGUOG,Vicki Laflamme,Celia Rouche,West,GTX Basic,,Engaging,2017-08-12,141,550,,unknown,550.00,91-180 Days,watch
3C6E0D28,Vicki Laflamme,Celia Rouche,West,GTX Plus Pro,,Engaging,2017-08-12,141,5482,,unknown,5482.00,91-180 Days,watch
58W7CZGD,Vicki Laflamme,Celia Rouche,West,GTXPro,Cancity,Engaging,2017-08-12,141,,,unknown,0.00,91-180 Days,watch
EEQV0YY4,Violet Mclelland,Cara Losch,East,GTX Basic,,Engaging,2017-08-12,141,550,,unknown,550.00,91-180 Days,watch
0OHEJOI5,Corliss Cosme,Cara Losch,East,MG Advanced,,Engaging,2017-08-13,140,3393,,unknown,3393.00,91-180 Days,watch
QMFN71BT,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Engaging,2017-08-13,140,1096,,unknown,1096.00,91-180 Days,watch
7O1UQ19W,Gladys Colclough,Melvin Marxen,Central,GTX Basic,,Engaging,2017-08-13,140,550,,unknown,550.00,91-180 Days,watch
LFJVV393,Hayden Neloms,Celia Rouche,West,GTX Plus Basic,,Engaging,2017-08-13,140,1096,,unknown,1096.00,91-180 Days,watch
QQPAK72N,Hayden Neloms,Celia Rouche,West,GTX Plus Pro,,Engaging,2017-08-13,140,5482,,unknown,5482.00,91-180 Days,watch
5CAP1055,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Kan-code,Engaging,2017-08-13,140,5482,,unknown,5482.00,91-180 Days,watch
DFSFEADV,Lajuana Vencill,Dustin Brinkmann,Central,GTX Basic,,Engaging,2017-08-13,140,550,,unknown,550.00,91-180 Days,watch
PXNDLIL2,Lajuana Vencill,Dustin Brinkmann,Central,MG Special,Initech,Engaging,2017-08-13,140,55,,unknown,55.00,91-180 Days,watch
7FVBMH48,Markita Hansen,Celia Rouche,West,MG Advanced,,Engaging,2017-08-13,140,3393,,unknown,3393.00,91-180 Days,watch
V0G393Q6,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,,Engaging,2017-08-13,140,1096,,unknown,1096.00,91-180 Days,watch
9CPUX0D0,Marty Freudenburg,Melvin Marxen,Central,GTXPro,,Engaging,2017-08-13,140,,,unknown,0.00,91-180 Days,watch
USS2SNQI,Maureen Marcano,Summer Sewald,West,MG Special,,Engaging,2017-08-13,140,55,,unknown,55.00,91-180 Days,watch
HQKWQ004,Moses Frase,Dustin Brinkmann,Central,MG Advanced,,Engaging,2017-08-13,140,3393,,unknown,3393.00,91-180 Days,watch
SAMPTSH0,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,,Engaging,2017-08-14,139,1096,,unknown,1096.00,91-180 Days,watch
NSX4NR40,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Pro,Bioholding,Engaging,2017-08-14,139,5482,,unknown,5482.00,91-180 Days,watch
NPORW46K,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-14,139,55,,unknown,55.00,91-180 Days,watch
0GS0L5VR,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Engaging,2017-08-14,139,55,,unknown,55.00,91-180 Days,watch
LBO52V0N,Cassey Cress,Rocco Neubert,East,GTXPro,,Engaging,2017-08-14,139,,,unknown,0.00,91-180 Days,watch
FJE58EP1,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Engaging,2017-08-14,139,,,unknown,0.00,91-180 Days,watch
AILB4LIX,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Engaging,2017-08-14,139,,,unknown,0.00,91-180 Days,watch
8FGW6RSX,Elease Gluck,Celia Rouche,West,MG Special,,Engaging,2017-08-14,139,55,,unknown,55.00,91-180 Days,watch
CYV6MJL9,Hayden Neloms,Celia Rouche,West,MG Advanced,,Engaging,2017-08-14,139,3393,,unknown,3393.00,91-180 Days,watch
Y8ZUSC9C,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,,Engaging,2017-08-14,139,550,,unknown,550.00,91-180 Days,watch
VHT6G2BS,Jonathan Berthelot,Melvin Marxen,Central,GTX Plus Basic,,Engaging,2017-08-14,139,1096,,unknown,1096.00,91-180 Days,watch
KBPKLB2X,Jonathan Berthelot,Melvin Marxen,Central,GTXPro,,Engaging,2017-08-14,139,,,unknown,0.00,91-180 Days,watch
EZDMNAK8,Lajuana Vencill,Dustin Brinkmann,Central,MG Advanced,Plussunin,Engaging,2017-08-14,139,3393,,unknown,3393.00,91-180 Days,watch
I6PXHXST,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Singletechno,Engaging,2017-08-14,139,3393,,unknown,3393.00,91-180 Days,watch
